Tweet Account,Text,Timestamp,News Org,Compound,Positive,Negative,Neutral,Ref_Number,News_Org_Color
938945543404847104,"RT @Sareh88: Communication is more important than the code you write.
Communication is more important than the code you write.
Communicatio…",2017-12-08 01:37:16,fox,0.4915,0.181,0.0,0.819,40,b
938922143214997504,@MlleLicious I think I have to scale it back though. My technical career has been neglected for many reasons for to… https://t.co/e268NK1XJe,2017-12-08 00:04:17,fox,-0.5267,0.0,0.152,0.848,41,b
938920915588431872,"A few months ago I was energised about a variety of D&amp;I initiatives of mine, now I’m just tired and Patreon is push… https://t.co/L3l8pw6PIv",2017-12-07 23:59:25,fox,0.0516,0.124,0.116,0.76,42,b
938874518075875328,"Daily reminder: overthrow the patriarchy.

😎",2017-12-07 20:55:03,fox,0.0,0.0,0.0,1.0,43,b
938705944069914625,RT @kamilah: He has some damn nerve https://t.co/YjqDBMjIjG,2017-12-07 09:45:12,fox,-0.4019,0.0,0.278,0.722,44,b
938705335405101056,RT @yassmin_a: I don’t know if it is my place to say this on a day of celebration... but those who enabled the kind of debate we saw should…,2017-12-07 09:42:46,fox,0.0,0.0,0.0,1.0,45,b
938690680670502912,What a great day—same sex marriage bill passes in Australian parliament! 🏳️‍🌈❤️ https://t.co/O2abqYPwOL,2017-12-07 08:44:32,fox,0.6588,0.285,0.0,0.715,46,b
938650592334946305,"RT @LailaLalami: Woman reports a predator anonymously.
""Anonymous accusations aren't credible!""
Woman reports under her name.
""She just wan…",2017-12-07 06:05:15,fox,-0.3802,0.0,0.132,0.868,47,b
938617610656145408,"I too have encountered abusive, harassive CEOs, and the situation was the same—it’d be impossible to report without… https://t.co/I39d3fMbrG",2017-12-07 03:54:11,fox,-0.6369,0.0,0.198,0.802,48,b
938609015143129088,"While I think this is a good thing, I also believe many whistleblowers were missed, especially those in the tech in… https://t.co/xk06TIegU1",2017-12-07 03:20:02,fox,0.1779,0.131,0.1,0.769,49,b
938608452812791809,Time person of the year: women blowing the whistle on sexual harassment and abuse. https://t.co/Jw2tIDw3mH,2017-12-07 03:17:48,fox,-0.8271,0.0,0.372,0.628,50,b
938607564522102785,"I don’t know about you, but I’m loving the reckoning abusive white men are facing right now. Their time is over.",2017-12-07 03:14:16,fox,-0.1154,0.184,0.199,0.617,51,b
938606188354183168,"RT @kieczkowska: 👋 Dear Twitterverse 👋 
I'm looking for an internship in cyber security or forensics for summer 2018 (am available June, Ju…",2017-12-07 03:08:48,fox,0.6124,0.208,0.0,0.792,52,b
938605919398608896,"RT @ekp: I've been trying to figure out how to express my support for more activists, and @Luvvie had all the right words https://t.co/zR6T…",2017-12-07 03:07:44,fox,0.4019,0.105,0.0,0.895,53,b
938584929197113345,The silence from @StartupVic only confirms the exclusionary ecosystem of Australian tech community “leaders”. https://t.co/koJDqJSz8Y,2017-12-07 01:44:19,fox,0.0,0.0,0.0,1.0,54,b
938571601775247360,"RT @milanmoffatt: shortest type lesson on the internet: 
✏️ web type should be 60 characters in width max
🔤 a general rule for line-height…",2017-12-07 00:51:22,fox,0.0,0.0,0.0,1.0,55,b
938559509265387521,It’s saddening to see such significant fee changes in @patreon. It excludes patrons who are willing or can only aff… https://t.co/6hChADtrLR,2017-12-07 00:03:19,fox,-0.34,0.075,0.133,0.792,56,b
938557166100684801,"RT @ashleyn1cole: The news: Men are starting to fear and question if their every little interaction will be seen as flirting. 
Me: Men are…",2017-12-06 23:54:00,fox,-0.34,0.067,0.119,0.815,57,b
938268187577040896,"@karlbright naah, I love my cameras. Still use Canon + Fuji XT1 heavily, for “real” photography. I do want the X th… https://t.co/2IF1P3sq3q",2017-12-06 04:45:42,fox,0.6705,0.244,0.0,0.756,58,b
938267036752535552,"@cramforce In this particular case, it’s a mixed approach with no transparency with the process that creates a prec… https://t.co/6IkuEkHgR1",2017-12-06 04:41:08,fox,-0.0258,0.103,0.108,0.788,59,b
938266844128952321,"@superhighfives @benschwarz thanks Charlie, so nice of you my wrinkles already grew bigger 😂",2017-12-06 04:40:22,fox,0.7178,0.353,0.0,0.647,60,b
938266744220565504,"@cramforce I’m 100% fine with curated lineups, but I have a problem with lack of transparency and exclusionary tend… https://t.co/SmeCn2LYlH",2017-12-06 04:39:58,fox,-0.7269,0.061,0.284,0.655,61,b
938266203998449669,@chelsea thank you 💖😘,2017-12-06 04:37:49,fox,0.3612,0.455,0.0,0.545,62,b
938251283642773504,@karlbright Canon EOS 6D. I’m still on an old iPhone 6 :),2017-12-06 03:38:32,fox,0.4588,0.231,0.0,0.769,63,b
938013733829222406,"Turned 30 today.

✅ drove a convertible
✅ seen a wild koala
✅ had an amazing meal
✅ hiked a bunch

All thanks to… https://t.co/E7qhZ9u1VZ",2017-12-05 11:54:36,fox,0.7717,0.295,0.0,0.705,64,b
937889394739908609,@ctrlaltjustine 😘😘😘😘😘,2017-12-05 03:40:31,fox,0.0,0.0,0.0,1.0,65,b
937887553440563200,@SachaGreif hi at thefox.is,2017-12-05 03:33:12,fox,0.0,0.0,0.0,1.0,66,b
937837772865286144,"@sailorhg You’ve made it, congratulations 💅🏻

I’ll never hear it no matter what I do 😭",2017-12-05 00:15:23,fox,0.7085,0.385,0.0,0.615,67,b
937826173672755201,"@cckate 👋 Thank you!

It was a list of diversity and inclusion activists I look up to. You can find it here :) https://t.co/EQ8D4HtcOj",2017-12-04 23:29:18,fox,0.6996,0.234,0.0,0.766,68,b
937808521546031104,"I don’t trust events doing this unless there’s a very transparent process in place, establishing fairness and equal… https://t.co/M084AitSnK",2017-12-04 22:19:09,fox,0.5106,0.171,0.0,0.829,69,b
937808118280364032,"Furthermore, when conferences invite the same people over and over, it perpetuates cliquey nature of the tech community. It’s exclusionary.",2017-12-04 22:17:33,fox,0.1531,0.078,0.0,0.922,70,b
937807722082222080,"Secondly, how can anyone trust the selection process to be fair if initial choices were apparently made based on ma… https://t.co/5KyHkvNAUi",2017-12-04 22:15:59,fox,0.6808,0.228,0.0,0.772,71,b
937807303478095872,"Firstly, showcasing a bunch of famous names doesn’t encourage underrepresented groups or anyone without prominence… https://t.co/ZywFPvKM3y",2017-12-04 22:14:19,fox,0.5106,0.191,0.0,0.809,72,b
937806620980998144,Here’s a problem I have with conferences which announce partial lineups full of “prominent” speakers and run Call f… https://t.co/ifTro36ncs,2017-12-04 22:11:36,fox,-0.4019,0.0,0.137,0.863,73,b
937801889235722240,"That makes me wonder. Are @startupvic supporters having those views as well, since nobody seems to be challenging t… https://t.co/qpAIX9iZPr",2017-12-04 21:52:48,fox,0.6808,0.28,0.0,0.72,74,b
937797805971685377,".@StartupVic, care to explain why your chair endorses an article agreeing that James Damores’ manifesto was a produ… https://t.co/duyHb5CzKY",2017-12-04 21:36:35,fox,0.7906,0.348,0.0,0.652,75,b
937794562516332544,"RT @Asher_Wolf: Why is the Chair of @StartUpVic tweeting an article that claims James Damore's memo was an attempt at a ""respectful and pro…",2017-12-04 21:23:41,fox,0.4588,0.12,0.0,0.88,76,b
937789557889572864,A timely comment on abusive behaviours online: the Internet is great at remembering things in perpetuity.,2017-12-04 21:03:48,fox,-0.0258,0.192,0.197,0.61,77,b
937774614985392128,RT @stephpalmeri: The Cost of Devaluing Women - must read from @SallieKrawcheck in the New York Times https://t.co/CdBJ8rHQT9,2017-12-04 20:04:25,fox,0.0,0.0,0.0,1.0,78,b
937773344484573184,"RT @jensimmons: I think most men don’t realize the very act of a woman wanting a career, dreaming she should have one, and going off to mak…",2017-12-04 19:59:22,fox,0.0,0.0,0.0,1.0,79,b
937615555502137344,"RT @triketora: Besides, I hate getting called out. It makes me feel bad. As an ally, I shouldn’t have to feel bad – because I’m an ally. Ge…",2017-12-04 09:32:23,fox,-0.8934,0.0,0.327,0.673,80,b
937557727567519744,"@MylesBorins haha, no worries, happens to the best of us.

It’s just the sheer volume of proposals not following an… https://t.co/7KCHju3Xys",2017-12-04 05:42:35,fox,0.4939,0.247,0.171,0.582,81,b
937514996715503616,"@IvanaMcConnell We have a gender free form field but it’s basically women, men, snarky men trying to be smart and a… https://t.co/iq5Fztx37F",2017-12-04 02:52:48,fox,0.6908,0.231,0.0,0.769,82,b
937467961308090369,@IvanaMcConnell I might wrangle the data together to show the demographics. I think we only got ~20% of women apply… https://t.co/nnwwxYGs9M,2017-12-03 23:45:53,fox,0.0,0.0,0.0,1.0,83,b
937272363556552704,"@tlakomy 1) disclosing identifying information (name, employer, project, website, etc.)
2) too long
3) ableisms and sexist language",2017-12-03 10:48:39,fox,0.0,0.0,0.0,1.0,84,b
937269340717572096,"@IvanaMcConnell been reading them for 5+ hours, but I ruthlessly skip the ones that don’t follow the rules",2017-12-03 10:36:39,fox,0.0,0.0,0.0,1.0,85,b
937260589016952833,"AKA a million ways most people don’t ever read and follow instructions, a musical. 

https://t.co/WMU5xqy5rP",2017-12-03 10:01:52,fox,0.0,0.0,0.0,1.0,86,b
937260367234789376,"@dawnahukanna 9 for CSS, 16 for JSConf, so only a small fraction (there are much more proposals for JS too).

We no… https://t.co/vN0NM14ztp",2017-12-03 10:00:59,fox,0.0,0.0,0.0,1.0,87,b
937114581104603137,See you all after reading 777 proposals for @cssconfau and @jsconfau 👩‍💻,2017-12-03 00:21:41,fox,0.0,0.0,0.0,1.0,88,b
936819069210071042,"@PreciselyAlyss 😳 wow, thank you! That’s very kind!",2017-12-02 04:47:26,fox,0.8904,0.726,0.0,0.274,89,b
936818920614268928,“‘Newsworthiness’ is the new ‘Algorithms did it’. I can’t go on sharing the same space with Trump and Nazis. I am d… https://t.co/JF07fxsbj5,2017-12-02 04:46:50,fox,0.4215,0.123,0.0,0.877,90,b
936815869430177793,Last few days of my 20s and I can feel the impending existential crisis 😂  At least I still look fabulous! https://t.co/zosKaI7R5P,2017-12-02 04:34:43,fox,-0.2481,0.137,0.177,0.686,91,b
936815558955212800,"@alexgoffey @goawaygeek omg, it’s on! 💖",2017-12-02 04:33:29,fox,0.0,0.0,0.0,1.0,92,b
936810921334149120,RT @triketora: super smart on behalf of conference organizers: require attendees to wear name tags even at afterparties (even if dorky) so…,2017-12-02 04:15:03,fox,0.765,0.248,0.0,0.752,93,b
936472712758693888,Thank goodness it’s Friday as I desperately need the wine hour. https://t.co/m5OJf8fTfP,2017-12-01 05:51:08,fox,0.4404,0.342,0.161,0.497,94,b
936472000612130817,@waferbaby @dgoodlad @samkottler dave is this the 200 dollar Christmas tree you got delivered,2017-12-01 05:48:18,fox,0.0,0.0,0.0,1.0,95,b
936430657756061696,"@Mandy_Kerr A month to write, practice and put slides together. Working each afternoon mostly.",2017-12-01 03:04:01,fox,0.0,0.0,0.0,1.0,96,b
936371490093547520,"@lara_hogan To be completely honest, I think one of the things that prevents me from launching more is the complexi… https://t.co/fyqNEE3DqH",2017-11-30 23:08:54,fox,0.5984,0.214,0.0,0.786,97,b
936334323954851841,"RT @vdignum: Please endorse the Bechdel test for academic&amp;tech conferences:
1) two women speaking
2) in the same panel or session
3) not ab…",2017-11-30 20:41:13,fox,0.5574,0.173,0.0,0.827,98,b
936173151595016193,"RT @everywhereist: I'm just a girl
standing in front of a boy
asking him to not whip his dick out
especially in work contexts
I mean, hones…",2017-11-30 10:00:47,fox,0.4023,0.105,0.0,0.895,99,b
